时间,持续时间,源IP,目的IP,源NAT后IP,目的NAT前IP,源端口,目的端口,源NAT后端口,目的NAT前端口,动作,应用,策略名称,协议,源安全域,目的安全域,源国家/地区,目的国家/地区,源用户,目的用户,应用分类,应用风险,源资产OS,目的资产OS,源资产名称,目的资产名称,源资产类型,目的资产类型,重点关注,方向,攻击者,受害者,攻击者名称,受害者名称,样本,威胁名称,威胁类型,威胁ID,严重性,命中数,文件名称,URL,域名,详细信息,样本类型,样本MD5,威胁子分类,检测方式,样本留存,恶意类型,情报ID,
"2021-03-03 15:50:01","16秒","192.168.20.99","67.230.177.60","115.236.92.180","","55774","4470","55774","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 15:49:59","0秒","192.168.20.99","67.230.177.60","115.236.92.180","","55774","4470","55774","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 15:42:37","16秒","192.168.20.99","67.230.191.208","115.236.92.180","","55696","4470","55696","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","12","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 15:42:34","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","55696","4470","55696","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 15:33:35","16秒","192.168.20.99","67.230.177.60","115.236.92.180","","55567","4470","55567","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 15:33:33","0秒","192.168.20.99","67.230.177.60","115.236.92.180","","55567","4470","55567","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 15:27:57","16秒","192.168.20.99","67.230.191.208","115.236.92.180","","55479","4470","55479","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 15:27:54","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","55479","4470","55479","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 15:22:17","17秒","192.168.20.99","185.238.250.127","115.236.92.180","","55393","4470","55393","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","12","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 15:22:14","0秒","192.168.20.99","185.238.250.127","115.236.92.180","","55393","4470","55393","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 15:17:01","17秒","192.168.20.99","67.230.191.208","115.236.92.180","","55109","4470","55109","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","92","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 15:16:57","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","55109","4470","55109","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 15:11:33","16秒","192.168.20.99","67.230.177.60","115.236.92.180","","55033","4470","55033","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 15:11:31","0秒","192.168.20.99","67.230.177.60","115.236.92.180","","55033","4470","55033","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 15:05:57","16秒","192.168.20.99","185.238.250.127","115.236.92.180","","54935","4470","54935","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 15:05:55","0秒","192.168.20.99","185.238.250.127","115.236.92.180","","54935","4470","54935","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 15:00:18","16秒","192.168.20.99","67.230.177.60","115.236.92.180","","54857","4470","54857","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 15:00:15","0秒","192.168.20.99","67.230.177.60","115.236.92.180","","54857","4470","54857","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 14:54:39","16秒","192.168.20.99","67.230.191.208","115.236.92.180","","54759","4470","54759","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 14:54:36","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","54759","4470","54759","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 14:49:01","16秒","192.168.20.99","67.230.191.208","115.236.92.180","","54703","4470","54703","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 14:48:58","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","54703","4470","54703","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 14:43:24","16秒","192.168.20.99","67.230.177.60","115.236.92.180","","54646","4470","54646","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 14:43:22","0秒","192.168.20.99","67.230.177.60","115.236.92.180","","54646","4470","54646","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 14:37:52","16秒","192.168.20.99","185.238.250.127","115.236.92.180","","54578","4470","54578","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 14:37:49","0秒","192.168.20.99","185.238.250.127","115.236.92.180","","54578","4470","54578","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 14:32:12","16秒","192.168.20.99","185.238.250.127","115.236.92.180","","54456","4470","54456","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 14:32:10","0秒","192.168.20.99","185.238.250.127","115.236.92.180","","54456","4470","54456","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 14:22:12","17秒","192.168.20.99","67.230.191.208","115.236.92.180","","54331","4470","54331","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","13","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 14:22:10","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","54331","4470","54331","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 14:16:52","16秒","192.168.20.99","185.238.250.127","115.236.92.180","","54250","4470","54250","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 14:16:50","0秒","192.168.20.99","185.238.250.127","115.236.92.180","","54250","4470","54250","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 14:11:18","16秒","192.168.20.99","67.230.191.208","115.236.92.180","","54188","4470","54188","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 14:11:16","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","54188","4470","54188","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 14:05:41","16秒","192.168.20.99","67.230.177.60","115.236.92.180","","54116","4470","54116","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 14:05:39","0秒","192.168.20.99","67.230.177.60","115.236.92.180","","54116","4470","54116","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 14:00:05","16秒","192.168.20.99","185.238.250.127","115.236.92.180","","54050","4470","54050","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 14:00:02","0秒","192.168.20.99","185.238.250.127","115.236.92.180","","54050","4470","54050","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 13:54:29","16秒","192.168.20.99","67.230.191.208","115.236.92.180","","53965","4470","53965","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 13:54:26","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","53965","4470","53965","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 13:48:49","16秒","192.168.20.99","67.230.191.208","115.236.92.180","","53882","4470","53882","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 13:48:47","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","53882","4470","53882","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 13:43:07","16秒","192.168.20.99","67.230.177.60","115.236.92.180","","53825","4470","53825","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 13:43:04","0秒","192.168.20.99","67.230.177.60","115.236.92.180","","53825","4470","53825","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 13:37:28","16秒","192.168.20.99","67.230.177.60","115.236.92.180","","53736","4470","53736","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 13:37:26","0秒","192.168.20.99","67.230.177.60","115.236.92.180","","53736","4470","53736","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 13:32:11","17秒","192.168.20.99","185.238.250.127","115.236.92.180","","53653","4470","53653","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","14","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 13:32:09","0秒","192.168.20.99","185.238.250.127","115.236.92.180","","53653","4470","53653","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 13:27:01","17秒","192.168.20.99","185.238.250.127","115.236.92.180","","53583","4470","53583","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","10","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 13:26:59","0秒","192.168.20.99","185.238.250.127","115.236.92.180","","53583","4470","53583","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 13:18:30","16秒","192.168.20.99","67.230.177.60","115.236.92.180","","53438","4470","53438","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 13:18:27","0秒","192.168.20.99","67.230.177.60","115.236.92.180","","53438","4470","53438","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 13:12:53","16秒","192.168.20.99","67.230.191.208","115.236.92.180","","53338","4470","53338","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 13:12:51","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","53338","4470","53338","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 13:07:13","16秒","192.168.20.99","185.238.250.127","115.236.92.180","","53271","4470","53271","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 13:07:11","0秒","192.168.20.99","185.238.250.127","115.236.92.180","","53271","4470","53271","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 13:01:38","16秒","192.168.20.99","67.230.191.208","115.236.92.180","","53195","4470","53195","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 13:01:36","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","53195","4470","53195","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 12:56:07","17秒","192.168.20.99","67.230.191.208","115.236.92.180","","52759","4470","52759","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","117","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-03 12:55:57","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","52759","4470","52759","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-02 16:12:12","16秒","192.168.20.99","185.238.250.127","115.236.92.180","","55392","4470","55392","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","29","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-02 16:12:09","0秒","192.168.20.99","185.238.250.127","115.236.92.180","","55392","4470","55392","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
