时间,持续时间,源IP,目的IP,源NAT后IP,目的NAT前IP,源端口,目的端口,源NAT后端口,目的NAT前端口,动作,应用,策略名称,协议,源安全域,目的安全域,源国家/地区,目的国家/地区,源用户,目的用户,应用分类,应用风险,源资产OS,目的资产OS,源资产名称,目的资产名称,源资产类型,目的资产类型,重点关注,方向,攻击者,受害者,攻击者名称,受害者名称,样本,威胁名称,威胁类型,威胁ID,严重性,命中数,文件名称,URL,域名,详细信息,样本类型,样本MD5,威胁子分类,检测方式,样本留存,恶意类型,情报ID,
"2021-06-08 18:54:39","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","50343","8888","50343","","日志","未知应用","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Generic Botnet僵尸网络活动事件","情报检测","0","高危","1","","","","199.212.57.202:8888","","","僵尸网络","","No","","7f0e45bd2d0d36ae7724b885000ac27a",
"2021-06-08 16:51:32","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","50109","8888","50109","","日志","未知应用","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Generic Botnet僵尸网络活动事件","情报检测","0","高危","1","","","","199.212.57.202:8888","","","僵尸网络","","No","","7f0e45bd2d0d36ae7724b885000ac27a",
"2021-06-08 14:49:03","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","49314","8888","49314","","日志","未知应用","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Generic Botnet僵尸网络活动事件","情报检测","0","高危","1","","","","199.212.57.202:8888","","","僵尸网络","","No","","7f0e45bd2d0d36ae7724b885000ac27a",
"2021-06-08 14:47:41","59秒","192.168.28.27","199.212.57.202","115.236.92.180","","49298","8888","49298","","日志","未知应用","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Generic Botnet僵尸网络活动事件","情报检测","0","高危","1","","","","199.212.57.202:8888","","","僵尸网络","","No","","7f0e45bd2d0d36ae7724b885000ac27a",
"2021-06-08 14:46:41","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","49298","8888","49298","","日志","未知应用","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Generic Botnet僵尸网络活动事件","情报检测","0","高危","1","","","","199.212.57.202:8888","","","僵尸网络","","No","","7f0e45bd2d0d36ae7724b885000ac27a",
"2021-06-08 14:43:55","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","49287","8888","49287","","日志","未知应用","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Generic Botnet僵尸网络活动事件","情报检测","0","高危","1","","","","199.212.57.202:8888","","","僵尸网络","","No","","7f0e45bd2d0d36ae7724b885000ac27a",
"2021-06-08 14:43:08","12秒","192.168.28.27","199.212.57.202","115.236.92.180","","49270","8080","49270","","阻断","CURL","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","交互软件","1","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Minerd挖矿木马活动事件","情报检测","0","中危","7","","","budaybu.com","","","","黑市工具","","No","","aebcfe1b2e72bdcf5dc5fb9bd51674d6",
"2021-06-08 14:43:02","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","49270","8080","49270","","阻断","CURL","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","交互软件","1","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Minerd挖矿木马活动事件","情报检测","0","中危","1","","","budaybu.com","","","","黑市工具","","No","","aebcfe1b2e72bdcf5dc5fb9bd51674d6",
"2021-06-03 19:36:54","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","51673","8888","51673","","日志","未知应用","outbound","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","MALWARE-CNC挖矿僵尸网络响应通信","防间谍软件","51127","高危","1","","","","","","","僵尸网络","","No","","",
"2021-06-03 19:36:26","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","51673","8888","51673","","日志","未知应用","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Generic Botnet僵尸网络活动事件","情报检测","0","高危","1","","","","199.212.57.202:8888","","","僵尸网络","","No","","7f0e45bd2d0d36ae7724b885000ac27a",
"2021-06-03 17:36:30","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","50580","8888","50580","","日志","TCP","outbound","TCP","trust","untrust","18楼有线","加拿大","","","网络协议","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","MALWARE-CNC挖矿僵尸网络响应通信","防间谍软件","51127","高危","1","","","","","","","僵尸网络","","No","","",
"2021-06-03 17:36:07","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","50580","8888","50580","","日志","TCP","outbound","TCP","trust","untrust","18楼有线","加拿大","","","网络协议","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","MALWARE-CNC挖矿僵尸网络响应通信","防间谍软件","51127","高危","1","","","","","","","僵尸网络","","No","","",
"2021-06-03 17:34:57","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","50580","8888","50580","","日志","未知应用","outbound","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","MALWARE-CNC挖矿僵尸网络响应通信","防间谍软件","51127","高危","1","","","","","","","僵尸网络","","No","","",
"2021-06-03 17:34:49","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","50580","8888","50580","","日志","未知应用","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Generic Botnet僵尸网络活动事件","情报检测","0","高危","1","","","","199.212.57.202:8888","","","僵尸网络","","No","","7f0e45bd2d0d36ae7724b885000ac27a",
"2021-06-03 15:29:18","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","64702","8888","64702","","日志","未知应用","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Generic Botnet僵尸网络活动事件","情报检测","0","高危","1","","","","199.212.57.202:8888","","","僵尸网络","","No","","7f0e45bd2d0d36ae7724b885000ac27a",
"2021-06-03 15:28:29","12秒","192.168.28.27","199.212.57.202","115.236.92.180","","64643","8080","64643","","阻断","CURL","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","交互软件","1","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Minerd挖矿木马活动事件","情报检测","0","中危","7","","","budaybu.com","","","","黑市工具","","No","","aebcfe1b2e72bdcf5dc5fb9bd51674d6",
"2021-06-03 15:28:22","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","64643","8080","64643","","阻断","CURL","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","交互软件","1","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Minerd挖矿木马活动事件","情报检测","0","中危","1","","","budaybu.com","","","","黑市工具","","No","","aebcfe1b2e72bdcf5dc5fb9bd51674d6",
"2021-06-02 13:59:01","0秒","192.168.20.196","122.225.83.153","115.236.92.180","","55387","80","55387","","阻断","HTTP压缩文件下载","outbound","TCP","trust","untrust","17楼有线","浙江省嘉兴市","","","通用协议","1","","","","","","","NO","C2S","122.225.83.153","192.168.20.196","","","67E80C4A9A25AFBC94A45769124C3F97","Adware.Agent.41d2c89e","反病毒","0","低危","1","PDZipHelper.7z?18827","down.znshuru.com/files/PDZipHelper.7z?18827","","反病毒: 0, Adware.Agent.41d2c89e","black","67E80C4A9A25AFBC94A45769124C3F97","病毒蠕虫","local","Yes","","",
"2021-06-02 13:58:19","0秒","192.168.20.196","122.225.83.153","115.236.92.180","","55366","80","55366","","阻断","HTTP压缩文件下载","outbound","TCP","trust","untrust","17楼有线","浙江省嘉兴市","","","通用协议","1","","","","","","","NO","C2S","122.225.83.153","192.168.20.196","","","67E80C4A9A25AFBC94A45769124C3F97","Adware.Agent.41d2c89e","反病毒","0","低危","1","PDZipHelper.7z?88672","down.znshuru.com/files/PDZipHelper.7z?88672","","反病毒: 0, Adware.Agent.41d2c89e","black","67E80C4A9A25AFBC94A45769124C3F97","病毒蠕虫","local","Yes","","",
"2021-06-02 07:57:25","0秒","192.168.20.196","122.225.83.153","115.236.92.180","","58669","80","58669","","阻断","HTTP","outbound","TCP","trust","untrust","17楼有线","浙江省嘉兴市","","","网络协议","1","","","","","","","NO","C2S","122.225.83.153","192.168.20.196","","","67E80C4A9A25AFBC94A45769124C3F97","Adware.Agent.41d2c89e","反病毒","0","低危","1","PDZipHelper.7z?64215","down.znshuru.com/files/PDZipHelper.7z?64215","","反病毒: 0, Adware.Agent.41d2c89e","black","67E80C4A9A25AFBC94A45769124C3F97","病毒蠕虫","local","Yes","","",
"2021-06-02 05:57:01","0秒","192.168.20.196","122.225.28.29","115.236.92.180","","57115","80","57115","","阻断","HTTP压缩文件下载","outbound","TCP","trust","untrust","17楼有线","浙江省嘉兴市","","","通用协议","1","","","","","","","NO","C2S","122.225.28.29","192.168.20.196","","","67E80C4A9A25AFBC94A45769124C3F97","Adware.Agent.41d2c89e","反病毒","0","低危","1","PDZipHelper.7z?68232","down.znshuru.com/files/PDZipHelper.7z?68232","","反病毒: 0, Adware.Agent.41d2c89e","black","67E80C4A9A25AFBC94A45769124C3F97","病毒蠕虫","local","Yes","","",
"2021-06-02 05:56:26","0秒","192.168.20.196","122.225.28.29","115.236.92.180","","57102","80","57102","","阻断","HTTP压缩文件下载","outbound","TCP","trust","untrust","17楼有线","浙江省嘉兴市","","","通用协议","1","","","","","","","NO","C2S","122.225.28.29","192.168.20.196","","","67E80C4A9A25AFBC94A45769124C3F97","Adware.Agent.41d2c89e","反病毒","0","低危","1","PDZipHelper.7z?94161","down.znshuru.com/files/PDZipHelper.7z?94161","","反病毒: 0, Adware.Agent.41d2c89e","black","67E80C4A9A25AFBC94A45769124C3F97","病毒蠕虫","local","Yes","","",
"2021-06-02 03:56:00","0秒","192.168.20.196","122.228.233.73","115.236.92.180","","55470","80","55470","","阻断","HTTP","outbound","TCP","trust","untrust","17楼有线","浙江省温州市","","","网络协议","1","","","","","","","NO","C2S","122.228.233.73","192.168.20.196","","","67E80C4A9A25AFBC94A45769124C3F97","Adware.Agent.41d2c89e","反病毒","0","低危","1","PDZipHelper.7z?83218","down.znshuru.com/files/PDZipHelper.7z?83218","","反病毒: 0, Adware.Agent.41d2c89e","black","67E80C4A9A25AFBC94A45769124C3F97","病毒蠕虫","local","Yes","","",
"2021-06-02 01:56:00","0秒","192.168.20.196","122.228.237.58","115.236.92.180","","54061","80","54061","","阻断","HTTP压缩文件下载","outbound","TCP","trust","untrust","17楼有线","浙江省温州市","","","通用协议","1","","","","","","","NO","C2S","122.228.237.58","192.168.20.196","","","67E80C4A9A25AFBC94A45769124C3F97","Adware.Agent.41d2c89e","反病毒","0","低危","1","PDZipHelper.7z?68049","down.znshuru.com/files/PDZipHelper.7z?68049","","反病毒: 0, Adware.Agent.41d2c89e","black","67E80C4A9A25AFBC94A45769124C3F97","病毒蠕虫","local","Yes","","",
"2021-06-02 01:55:26","0秒","192.168.20.196","122.228.237.58","115.236.92.180","","54039","80","54039","","阻断","HTTP压缩文件下载","outbound","TCP","trust","untrust","17楼有线","浙江省温州市","","","通用协议","1","","","","","","","NO","C2S","122.228.237.58","192.168.20.196","","","67E80C4A9A25AFBC94A45769124C3F97","Adware.Agent.41d2c89e","反病毒","0","低危","1","PDZipHelper.7z?70429","down.znshuru.com/files/PDZipHelper.7z?70429","","反病毒: 0, Adware.Agent.41d2c89e","black","67E80C4A9A25AFBC94A45769124C3F97","病毒蠕虫","local","Yes","","",
"2021-06-01 23:53:23","0秒","192.168.20.196","122.228.233.73","115.236.92.180","","51679","80","51679","","阻断","HTTP压缩文件下载","outbound","TCP","trust","untrust","17楼有线","浙江省温州市","","","通用协议","1","","","","","","","NO","C2S","122.228.233.73","192.168.20.196","","","67E80C4A9A25AFBC94A45769124C3F97","Adware.Agent.41d2c89e","反病毒","0","低危","1","PDZipHelper.7z?34962","down.znshuru.com/files/PDZipHelper.7z?34962","","反病毒: 0, Adware.Agent.41d2c89e","black","67E80C4A9A25AFBC94A45769124C3F97","病毒蠕虫","local","Yes","","",
"2021-06-01 16:30:28","0秒","192.168.20.52","206.119.105.223","115.236.92.180","","53484","80","53484","","阻断","WEB浏览","outbound","TCP","trust","untrust","17楼有线","美国","","","交互软件","1","","","","","","","NO","C2S","206.119.105.223","192.168.20.52","","","4D013FEDD5C6E2770AC149B58E9F1436","Js.Win32.Gnaeus.B","反病毒","10003683","中危","1","","www.biquge.se/86858/","","反病毒: 10003683, Js.Win32.Gnaeus.B","black","4D013FEDD5C6E2770AC149B58E9F1436","其它攻击","local","Yes","","",
"2021-05-31 15:49:56","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","55303","8888","55303","","日志","TCP","outbound","TCP","trust","untrust","18楼有线","加拿大","","","网络协议","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","MALWARE-CNC挖矿僵尸网络响应通信","防间谍软件","51127","高危","1","","","","","","","僵尸网络","","No","","",
"2021-05-31 15:49:12","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","55303","8888","55303","","日志","TCP","outbound","TCP","trust","untrust","18楼有线","加拿大","","","网络协议","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","MALWARE-CNC挖矿僵尸网络响应通信","防间谍软件","51127","高危","1","","","","","","","僵尸网络","","No","","",
"2021-05-31 15:48:58","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","55303","8888","55303","","日志","TCP","outbound","TCP","trust","untrust","18楼有线","加拿大","","","网络协议","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","MALWARE-CNC挖矿僵尸网络响应通信","防间谍软件","51127","高危","1","","","","","","","僵尸网络","","No","","",
"2021-05-31 15:46:58","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","55303","8888","55303","","日志","TCP","outbound","TCP","trust","untrust","18楼有线","加拿大","","","网络协议","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","MALWARE-CNC挖矿僵尸网络响应通信","防间谍软件","51127","高危","1","","","","","","","僵尸网络","","No","","",
"2021-05-31 15:45:21","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","55303","8888","55303","","日志","TCP","outbound","TCP","trust","untrust","18楼有线","加拿大","","","网络协议","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","MALWARE-CNC挖矿僵尸网络响应通信","防间谍软件","51127","高危","1","","","","","","","僵尸网络","","No","","",
"2021-05-31 15:43:21","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","55303","8888","55303","","日志","未知应用","outbound","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","MALWARE-CNC挖矿僵尸网络响应通信","防间谍软件","51127","高危","1","","","","","","","僵尸网络","","No","","",
"2021-05-31 15:43:12","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","55303","8888","55303","","日志","未知应用","outbound","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","MALWARE-CNC挖矿僵尸网络响应通信","防间谍软件","51127","高危","1","","","","","","","僵尸网络","","No","","",
"2021-05-31 15:42:54","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","55303","8888","55303","","日志","未知应用","outbound","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","MALWARE-CNC挖矿僵尸网络响应通信","防间谍软件","51127","高危","1","","","","","","","僵尸网络","","No","","",
"2021-05-31 15:42:39","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","55303","8888","55303","","日志","未知应用","outbound","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","MALWARE-CNC挖矿僵尸网络响应通信","防间谍软件","51127","高危","1","","","","","","","僵尸网络","","No","","",
"2021-05-31 15:42:35","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","55303","8888","55303","","日志","未知应用","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Generic Botnet僵尸网络活动事件","情报检测","0","高危","1","","","","199.212.57.202:8888","","","僵尸网络","","No","","7f0e45bd2d0d36ae7724b885000ac27a",
"2021-05-31 13:23:45","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","52489","8888","52489","","日志","未知应用","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Generic Botnet僵尸网络活动事件","情报检测","0","高危","1","","","","199.212.57.202:8888","","","僵尸网络","","No","","7f0e45bd2d0d36ae7724b885000ac27a",
"2021-05-31 13:22:54","12秒","192.168.28.27","199.212.57.202","115.236.92.180","","52479","8080","52479","","阻断","CURL","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","交互软件","1","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Minerd挖矿木马活动事件","情报检测","0","中危","7","","","budaybu.com","","","","黑市工具","","No","","aebcfe1b2e72bdcf5dc5fb9bd51674d6",
"2021-05-31 13:22:48","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","52479","8080","52479","","阻断","CURL","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","交互软件","1","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Minerd挖矿木马活动事件","情报检测","0","中危","1","","","budaybu.com","","","","黑市工具","","No","","aebcfe1b2e72bdcf5dc5fb9bd51674d6",
"2021-05-27 09:52:11","0秒","192.168.24.252","180.101.53.2","115.236.92.180","","53577","443","53577","","阻断","SSL","outbound","TCP","trust","untrust","17楼无线","江苏省南京市","","","网络协议","2","","","","","","","NO","C2S","192.168.24.252","180.101.53.2","","","","ACLogic CesarFTP 多个命令畸形参数远程缓冲区溢出漏洞(CVE-2006-2961)","漏洞防护","20038","高危","1","","","","","","","缓冲区溢出","","No","","",
"2021-05-26 14:51:23","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","58852","8888","58852","","日志","未知应用","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Generic Botnet僵尸网络活动事件","情报检测","0","高危","1","","","","199.212.57.202:8888","","","僵尸网络","","No","","7f0e45bd2d0d36ae7724b885000ac27a",
"2021-05-26 13:34:34","0秒","192.168.24.126","20.60.20.4","115.236.92.180","","10573","443","10573","","阻断","SSL","outbound","TCP","trust","untrust","17楼无线","美国","","","网络协议","2","","","","","","","NO","C2S","192.168.24.126","20.60.20.4","","","","ACLogic CesarFTP 多个命令畸形参数远程缓冲区溢出漏洞(CVE-2006-2961)","漏洞防护","20038","高危","1","","","","","","","缓冲区溢出","","No","","",
"2021-05-26 12:43:47","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","54378","8888","54378","","日志","未知应用","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Generic Botnet僵尸网络活动事件","情报检测","0","高危","1","","","","199.212.57.202:8888","","","僵尸网络","","No","","7f0e45bd2d0d36ae7724b885000ac27a",
"2021-05-26 12:43:02","12秒","192.168.28.27","199.212.57.202","115.236.92.180","","54361","8080","54361","","阻断","CURL","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","交互软件","1","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Minerd挖矿木马活动事件","情报检测","0","中危","7","","","budaybu.com","","","","黑市工具","","No","","aebcfe1b2e72bdcf5dc5fb9bd51674d6",
"2021-05-26 12:42:56","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","54361","8080","54361","","阻断","CURL","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","交互软件","1","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Minerd挖矿木马活动事件","情报检测","0","中危","1","","","budaybu.com","","","","黑市工具","","No","","aebcfe1b2e72bdcf5dc5fb9bd51674d6",
"2021-05-25 11:21:30","0秒","192.168.20.187","117.34.84.203","115.236.92.180","","58355","443","58355","","阻断","百度网盘","outbound","TCP","trust","untrust","17楼有线","陕西省西安市","","","商业软件","4","","","","","","","NO","C2S","192.168.20.187","117.34.84.203","","","","ACLogic CesarFTP 多个命令畸形参数远程缓冲区溢出漏洞(CVE-2006-2961)","漏洞防护","20038","高危","1","","","","","","","缓冲区溢出","","No","","",
"2021-05-24 17:49:50","0秒","192.168.24.94","175.42.65.170","115.236.92.180","","60820","443","60820","","阻断","SSL","outbound","TCP","trust","untrust","17楼无线","福建省宁德市","","","网络协议","2","","","","","","","NO","C2S","192.168.24.94","175.42.65.170","","","","ACLogic CesarFTP 多个命令畸形参数远程缓冲区溢出漏洞(CVE-2006-2961)","漏洞防护","20038","高危","1","","","","","","","缓冲区溢出","","No","","",
"2021-05-24 10:43:34","0秒","192.168.20.130","180.163.51.190","115.236.92.180","","57651","443","57651","","阻断","阿里巴巴基础流量","outbound","TCP","trust","untrust","17楼有线","上海市","","","商业软件","3","","","","","","","NO","C2S","192.168.20.130","180.163.51.190","","","","ACLogic CesarFTP 多个命令畸形参数远程缓冲区溢出漏洞(CVE-2006-2961)","漏洞防护","20038","高危","1","","","","","","","缓冲区溢出","","No","","",
"2021-05-20 13:57:56","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","50964","8888","50964","","日志","未知应用","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Generic Botnet僵尸网络活动事件","情报检测","0","高危","1","","","","199.212.57.202:8888","","","僵尸网络","","No","","7f0e45bd2d0d36ae7724b885000ac27a",
"2021-05-20 11:50:34","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","50390","8888","50390","","日志","未知应用","outbound","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","MALWARE-CNC挖矿僵尸网络响应通信","防间谍软件","51127","高危","1","","","","","","","僵尸网络","","No","","",
"2021-05-20 11:50:19","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","50390","8888","50390","","日志","未知应用","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Generic Botnet僵尸网络活动事件","情报检测","0","高危","1","","","","199.212.57.202:8888","","","僵尸网络","","No","","7f0e45bd2d0d36ae7724b885000ac27a",
"2021-05-20 11:12:59","0秒","192.168.24.30","180.97.34.43","115.236.92.180","","54499","443","54499","","阻断","百度翻译","outbound","TCP","trust","untrust","17楼无线","江苏省南京市","","","交互软件","3","","","","","","","NO","C2S","192.168.24.30","180.97.34.43","","","","ACLogic CesarFTP 多个命令畸形参数远程缓冲区溢出漏洞(CVE-2006-2961)","漏洞防护","20038","高危","1","","","","","","","缓冲区溢出","","No","","",
"2021-05-20 09:42:56","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","49308","8888","49308","","日志","未知应用","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Generic Botnet僵尸网络活动事件","情报检测","0","高危","1","","","","199.212.57.202:8888","","","僵尸网络","","No","","7f0e45bd2d0d36ae7724b885000ac27a",
"2021-05-20 09:41:54","13秒","192.168.28.27","199.212.57.202","115.236.92.180","","49271","8080","49271","","阻断","CURL","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","交互软件","1","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Minerd挖矿木马活动事件","情报检测","0","中危","7","","","budaybu.com","","","","黑市工具","","No","","aebcfe1b2e72bdcf5dc5fb9bd51674d6",
"2021-05-20 09:41:51","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","49271","8080","49271","","阻断","CURL","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","交互软件","1","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Minerd挖矿木马活动事件","情报检测","0","中危","1","","","budaybu.com","","","","黑市工具","","No","","aebcfe1b2e72bdcf5dc5fb9bd51674d6",
"2021-05-18 14:46:34","16秒","192.168.28.27","202.101.172.46","115.236.92.180","","61388","53","61388","","阻断","DNS域名解析","__intelligence__","UDP","trust","untrust","18楼有线","浙江省杭州市","","","网络协议","4","","","","","","","NO","C2S","","192.168.28.27","","","","Minerd挖矿木马活动事件","情报检测","0","中危","2","","","budaybu.com","","","","黑市工具","","No","","aebcfe1b2e72bdcf5dc5fb9bd51674d6",
"2021-05-18 14:46:31","0秒","192.168.28.27","202.101.172.46","115.236.92.180","","61388","53","61388","","阻断","DNS域名解析","__intelligence__","UDP","trust","untrust","18楼有线","浙江省杭州市","","","网络协议","4","","","","","","","NO","C2S","","192.168.28.27","","","","Minerd挖矿木马活动事件","情报检测","0","中危","1","","","budaybu.com","","","","黑市工具","","No","","aebcfe1b2e72bdcf5dc5fb9bd51674d6",
"2021-05-18 14:46:30","11秒","192.168.28.27","202.101.172.35","115.236.92.180","","61388","53","61388","","阻断","DNS域名解析","__intelligence__","UDP","trust","untrust","18楼有线","浙江省杭州市","","","网络协议","4","","","","","","","NO","C2S","","192.168.28.27","","","","Minerd挖矿木马活动事件","情报检测","0","中危","3","","","budaybu.com","","","","黑市工具","","No","","aebcfe1b2e72bdcf5dc5fb9bd51674d6",
"2021-05-18 14:46:28","0秒","192.168.28.27","202.101.172.35","115.236.92.180","","61388","53","61388","","阻断","DNS域名解析","__intelligence__","UDP","trust","untrust","18楼有线","浙江省杭州市","","","网络协议","4","","","","","","","NO","C2S","","192.168.28.27","","","","Minerd挖矿木马活动事件","情报检测","0","中危","1","","","budaybu.com","","","","黑市工具","","No","","aebcfe1b2e72bdcf5dc5fb9bd51674d6",
"2021-05-18 14:45:21","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","60601","8888","60601","","日志","未知应用","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Generic Botnet僵尸网络活动事件","情报检测","0","高危","1","","","","199.212.57.202:8888","","","僵尸网络","","No","","7f0e45bd2d0d36ae7724b885000ac27a",
"2021-05-18 12:36:30","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","60039","8888","60039","","日志","未知应用","outbound","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","MALWARE-CNC挖矿僵尸网络响应通信","防间谍软件","51127","高危","1","","","","","","","僵尸网络","","No","","",
"2021-05-18 12:36:26","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","60039","8888","60039","","日志","未知应用","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Generic Botnet僵尸网络活动事件","情报检测","0","高危","1","","","","199.212.57.202:8888","","","僵尸网络","","No","","7f0e45bd2d0d36ae7724b885000ac27a",
